East,North,Level,Au_ppm,Ag_ppm,Al_per,As_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_per,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Fe_per,Ga_ppm,Ge_ppm,Hf_ppm,K_per,La_ppm,Mg_per,Mn_ppm,Mo_ppm,Na_per,Nb_ppm,Ni_ppm,P_ppm,Pb_ppm,Rb_ppm,Re_ppm,S_per,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Te_ppm,Th_ppm,Ti_per,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Zn_ppm,Zr_ppm,target_Au
9249.006,6440.427,1396.53,0.0025,0.019,10.48,3.24,503.09,1.21,0.05,4.97,0.17,26.55,17.85,27.46,2.86,29.5,5.41,17.57,0.06,2.85,1.25,13.07,1.58,1036.41,1.35,2.02,6.42,10.31,904.93,9.83,29.71,0.001,0.01,1.41,16.21,0.5,1.2,412.58,0.5,0.025,4.11,0.53,0.29,1.51,155.26,0.65,18.29,89.8,119.33,0
9320.683,6575.191,1393.99,0.0025,0.049,12.39,2.5,512.84,1.11,0.05,4.23,0.1,24.66,17.68,23.6,2.49,23.01,5.47,18.19,0.05,3.38,1.47,11.23,2.12,1006.79,1.43,2.15,6.52,9.99,990.31,9.57,21.93,0.001,0.01,1.52,16.27,0.5,1.4,481.24,0.46,0.025,3.46,0.53,0.27,1.29,166.18,0.78,16.0,109.12,109.65,0
9361.382,6661.742,1417.3,0.0025,0.054,8.06,3.22,547.67,1.21,0.05,5.23,0.14,28.05,20.04,28.85,3.21,21.69,5.13,19.45,0.07,3.75,1.28,13.08,1.44,864.35,1.68,1.94,6.3,10.88,991.21,9.04,26.83,0.001,0.01,2.02,16.95,0.5,1.31,414.13,0.51,0.025,3.69,0.53,0.3,1.35,146.16,0.71,15.4,82.48,139.79,0
9402.416,6919.178,1364.12,0.011,0.218,2.89,3.87,84.33,0.45,0.05,9.47,0.07,19.06,3.45,18.26,6.59,10.66,1.91,5.72,0.05,1.05,0.95,9.75,0.43,1474.01,0.48,0.16,1.96,3.84,313.42,7.15,66.06,0.001,0.01,21.32,5.95,0.5,0.53,100.68,0.13,0.025,1.56,0.16,0.64,0.52,50.87,0.76,8.41,19.09,39.21,0
9337.693,7044.911,1387.87,0.0025,0.022,9.06,3.44,482.72,1.1,0.05,4.32,0.08,31.25,16.76,31.42,4.41,30.09,5.58,21.66,0.07,3.22,1.17,14.04,1.58,918.57,1.16,2.06,7.38,11.9,921.34,9.3,32.2,0.001,0.01,1.88,20.25,0.5,1.38,389.87,0.44,0.025,4.26,0.52,0.34,1.43,147.75,0.82,16.53,76.48,146.2,0
9276.343,7158.845,1383.0,0.005,2.617,1.38,2.19,75.88,0.19,0.05,1.03,0.34,36.46,3.06,16.26,4.26,5.15,1.48,3.11,0.05,0.18,0.41,22.43,0.28,371.6,2.85,0.06,0.54,2.06,97.34,70.83,17.88,0.002,0.01,33.25,1.95,0.5,0.28,24.58,0.025,0.05,0.32,0.04,0.36,0.11,27.82,0.19,4.26,105.22,7.78,0
9206.111,7092.305,1328.98,0.0025,0.042,9.07,3.2,466.91,1.08,0.05,4.9,0.11,29.26,20.51,44.89,1.9,30.04,5.81,19.0,0.05,4.18,1.23,12.81,1.81,963.32,1.39,2.05,7.74,17.45,994.39,9.79,17.69,0.001,0.02,1.02,20.37,0.5,1.17,424.61,0.49,0.025,4.02,0.56,0.23,1.11,175.22,0.55,16.2,97.49,147.22,0
9115.31,6910.447,1308.9,0.0025,0.06,8.71,3.73,527.49,1.22,0.05,4.25,0.12,23.61,18.96,48.74,1.83,31.09,5.39,19.16,0.07,3.58,1.32,10.58,1.87,893.87,1.52,2.08,6.37,16.73,1072.25,10.12,16.13,0.001,0.02,1.41,17.92,0.5,1.25,425.76,0.53,0.025,3.35,0.53,0.26,1.22,147.49,0.48,14.76,84.5,144.22,0
10172.545,9339.51,1258.0,0.0025,0.03,8.83,2.7,1148.17,1.21,0.05,2.67,0.11,30.75,13.59,13.14,12.49,20.85,4.47,19.01,0.06,3.07,1.75,13.1,1.36,749.16,1.13,2.63,7.73,4.9,793.34,8.42,40.03,0.001,0.04,0.59,14.56,0.5,1.26,726.94,0.55,0.025,6.81,0.44,0.45,2.71,133.03,0.76,18.04,76.67,126.89,0
10095.745,9271.919,1266.0,0.0025,0.056,9.1,2.72,574.64,1.37,0.05,3.84,0.11,31.49,11.82,13.57,4.73,11.95,4.53,18.46,0.08,4.08,1.84,13.86,1.35,809.97,1.82,2.39,6.58,2.86,802.81,9.63,35.94,0.001,0.005,0.69,13.29,0.5,1.64,567.1,0.66,0.025,5.88,0.47,0.39,1.81,115.44,0.96,19.09,68.68,129.02,0
10124.417,9242.645,1247.0,0.0025,0.051,7.72,7.37,751.04,1.17,0.05,2.83,0.14,36.67,12.67,25.42,9.92,8.02,4.16,14.2,0.07,3.6,1.32,17.36,1.43,1134.98,0.96,1.56,6.67,6.14,617.05,14.62,35.4,0.001,0.01,9.31,15.89,0.5,1.61,439.33,0.61,0.025,7.24,0.4,0.83,2.42,115.31,0.8,17.26,75.63,125.97,0
10037.201,9295.062,1293.0,0.0025,0.005,0.1,3.37,259.37,0.07,0.05,32.27,0.05,1.05,1.45,1.81,0.81,2.49,0.18,0.38,0.025,0.1,0.01,0.59,1.62,2744.8,0.51,0.01,0.1,0.69,493.26,0.6,0.55,0.001,0.03,0.28,0.33,0.5,0.2,1234.87,0.025,0.025,0.15,0.01,0.05,0.19,8.66,0.1,1.24,6.38,1.72,0
9946.424,9323.672,1333.0,0.0025,0.019,8.02,2.17,503.06,1.18,0.05,4.23,0.1,32.83,15.14,7.36,1.64,14.43,5.19,17.67,0.07,4.18,1.64,14.43,1.51,1052.81,0.89,2.09,6.79,2.85,789.58,10.72,34.84,0.001,0.01,0.61,18.99,0.5,1.42,375.76,0.53,0.025,6.58,0.5,0.32,1.88,131.08,0.74,21.93,90.15,138.76,0
9918.749,9347.723,1339.0,0.0025,0.019,9.46,51.94,138.08,0.95,0.05,0.04,0.06,2.82,2.76,7.07,31.41,3.99,4.84,24.37,0.05,3.53,3.25,1.28,0.54,180.73,2.29,0.08,7.02,0.57,718.42,16.79,198.84,0.001,0.01,11.43,19.49,1.03,1.15,12.58,0.55,1.15,4.52,0.43,0.93,2.18,166.87,0.67,6.94,38.49,136.57,0
9926.649,9451.377,1364.0,0.0025,0.011,9.91,88.96,381.76,1.16,0.05,0.18,0.05,11.52,12.17,7.4,28.52,7.42,4.94,17.52,0.06,3.48,2.49,5.54,1.05,583.07,2.13,0.19,7.13,1.91,747.0,10.18,99.55,0.001,0.01,6.42,21.03,2.06,1.24,52.3,0.54,0.616,6.19,0.49,1.12,2.7,158.43,0.71,12.63,31.34,138.81,0
9932.904,9539.296,1377.0,0.0025,0.056,8.71,8.17,201.45,0.96,0.05,3.99,0.1,27.42,14.62,6.24,8.64,13.2,4.92,20.45,0.06,3.34,0.67,10.73,1.47,855.19,0.38,1.89,6.9,2.43,774.26,11.1,8.53,0.001,0.005,3.02,17.73,0.5,1.34,381.32,0.55,0.025,5.28,0.45,0.16,2.17,132.5,0.91,16.11,68.56,116.64,0
9549.563,9700.593,1430.0,0.0025,0.005,8.16,151.35,363.29,0.56,0.05,0.08,0.01,15.67,1.94,23.79,17.57,14.25,3.47,21.15,0.025,3.71,2.69,5.91,0.65,94.65,2.46,0.03,5.18,0.69,557.52,7.16,153.45,0.001,0.02,66.96,23.47,3.09,1.29,15.16,0.46,0.618,7.03,0.5,2.18,1.7,155.01,0.55,10.81,3.29,111.44,0
9548.52,9701.509,1430.0,0.0025,0.01,9.47,60.18,483.19,0.71,0.05,0.11,0.01,6.07,3.41,32.31,21.24,29.42,6.48,22.93,0.05,4.03,2.49,2.24,1.29,160.17,1.85,0.11,7.65,1.87,888.65,8.4,68.56,0.001,0.04,41.86,28.38,2.04,1.55,35.51,0.61,0.088,4.25,0.61,2.5,2.5,198.93,0.76,6.43,9.36,155.17,0
9217.572,8458.713,961.09,0.0025,0.018,8.07,2.69,488.5,1.32,0.05,0.75,0.12,44.73,15.68,29.61,0.6,17.75,4.38,15.41,0.14,2.18,0.95,23.53,0.92,498.41,0.42,3.98,7.67,9.52,759.65,16.11,27.39,0.001,0.01,0.32,13.7,0.5,3.44,413.47,0.51,0.025,9.57,0.37,0.12,2.8,99.2,0.84,19.55,72.23,61.73,0
9086.685,8631.27,972.53,0.0025,0.033,8.34,1.2,404.02,1.52,0.05,2.21,0.25,37.57,14.14,47.76,1.23,30.38,4.35,19.71,0.14,2.55,0.9,21.43,1.56,583.38,0.19,3.57,6.94,13.26,673.87,9.65,24.3,0.001,0.01,0.52,12.16,0.5,1.74,462.4,0.6,0.025,8.77,0.36,0.13,2.82,105.37,0.76,16.06,85.28,94.93,0
8879.033,8654.444,1019.0,0.0025,0.09,8.72,10.78,552.41,1.32,0.05,1.27,0.15,38.4,14.93,38.47,0.86,19.16,3.53,19.9,0.15,2.41,1.07,24.0,1.33,562.48,1.97,3.01,7.14,11.86,760.16,11.92,27.46,0.001,0.01,0.85,10.66,0.5,1.83,376.6,0.54,0.025,8.49,0.34,0.15,2.72,109.15,0.91,15.27,61.12,88.94,0
8873.549,8732.284,1049.08,0.0025,0.01,8.44,0.65,495.72,1.22,0.05,4.2,0.1,27.75,15.43,51.07,0.89,33.9,4.67,21.35,0.14,2.4,1.52,12.93,0.96,799.05,0.62,2.27,7.3,22.32,940.77,9.29,26.63,0.001,0.01,0.56,12.99,0.5,1.7,416.46,0.5,0.025,4.89,0.45,0.18,1.76,129.49,0.75,11.94,73.21,89.96,0
8906.997,8785.388,1045.77,0.0025,0.021,0.23,0.1,10.0,0.09,0.05,33.55,0.39,1.6,2.1,2.0,0.38,2.11,0.5,0.66,0.025,0.1,0.02,0.88,0.58,5358.87,1.44,0.01,0.2,0.1,435.48,8.02,1.01,0.001,0.03,0.37,0.45,1.0,0.2,316.15,0.025,0.025,0.17,0.01,0.01,12.46,10.07,0.19,0.68,8.42,2.56,0
8901.754,8800.469,1050.12,0.006,0.011,7.92,5.27,260.97,0.87,0.05,0.44,0.09,34.87,10.26,35.77,5.83,30.81,3.29,18.01,0.11,2.64,1.44,18.5,1.08,430.73,0.31,2.81,6.96,9.08,837.5,6.04,47.33,0.001,0.005,0.64,12.73,0.5,2.99,149.8,0.5,0.025,8.08,0.37,0.18,2.38,88.65,1.03,14.02,59.66,79.06,0
8458.298,8794.814,1048.8,0.0025,0.029,11.23,1.14,193.45,1.29,0.005,2.97,0.26,21.28,17.17,92.78,1.04,24.09,5.52,18.88,0.14,2.47,0.63,9.38,2.62,978.81,0.4,2.61,8.4,26.48,971.57,10.93,4.63,0.001,0.03,0.38,16.18,1.08,1.54,451.95,0.51,0.025,2.42,0.63,0.1,1.3,139.98,0.55,13.13,98.82,94.74,0
8918.989,8950.516,1087.94,0.0025,0.005,9.92,10.65,1034.7,1.29,0.05,2.05,0.06,24.8,12.96,10.31,2.02,46.31,5.06,20.06,0.17,3.13,1.92,13.77,1.69,1009.6,0.49,3.73,8.22,8.51,995.06,3.98,28.69,0.001,0.08,0.3,17.48,0.5,1.36,492.77,0.47,0.025,3.72,0.64,0.54,1.2,148.74,1.2,15.8,122.87,123.82,0
8914.314,9028.546,1108.39,0.0025,0.021,8.01,5.43,473.87,1.18,0.05,2.27,0.05,21.8,21.47,41.64,3.94,35.61,5.13,18.44,0.14,3.0,0.7,10.97,2.79,497.53,0.55,2.24,7.72,11.56,924.37,21.0,11.55,0.001,0.005,7.26,14.66,0.5,1.15,634.66,0.46,0.025,2.99,0.54,0.51,0.97,177.31,0.81,11.78,159.61,116.58,0
8686.428,8977.299,1091.36,0.006,0.169,7.94,20.07,289.52,1.3,0.05,1.23,0.08,37.89,20.16,68.61,3.02,43.98,5.41,16.76,0.15,2.65,0.68,19.46,1.62,492.91,9.85,2.7,6.22,27.43,793.74,8.94,25.19,0.001,0.21,3.66,16.96,0.5,1.35,599.46,0.42,0.025,6.05,0.45,0.34,1.97,140.65,0.7,14.5,69.37,95.81,0
8678.575,8986.867,1093.85,0.0025,0.041,0.43,5.29,18.32,0.15,0.05,33.06,0.12,2.62,3.32,2.84,0.28,7.08,1.01,1.14,0.025,0.19,0.03,1.49,0.33,1880.73,1.25,0.01,0.49,0.74,1368.78,1.8,2.08,0.001,0.02,0.32,1.02,1.1,0.21,296.18,0.025,0.025,0.47,0.02,0.05,1.23,17.5,0.58,1.56,10.76,6.37,0
8684.346,8882.298,1024.02,0.0025,0.019,0.74,5.93,39.34,0.29,0.05,31.98,0.29,4.5,3.95,2.96,0.84,16.48,0.93,2.13,0.025,0.28,0.11,2.1,0.48,5346.81,1.03,0.04,0.69,0.33,541.25,2.02,5.87,0.001,0.04,0.66,1.59,1.04,0.3,228.31,0.025,0.025,0.68,0.03,0.05,0.73,16.32,0.38,2.1,18.8,11.62,0
8679.177,8864.974,1035.69,0.0025,0.005,7.54,1.23,206.83,1.9,0.09,0.49,0.08,68.16,0.77,6.59,1.44,2.22,2.14,18.59,0.13,5.04,0.82,34.15,0.1,436.8,0.5,3.97,8.2,0.84,128.61,13.75,32.72,0.001,0.005,0.66,11.65,0.5,2.5,316.28,0.78,0.025,15.16,0.1,0.19,4.37,4.29,0.7,30.25,51.3,159.39,0
10061.0,8642.0,1066.0,0.0025,0.022,7.41,3.48,689.24,1.53,0.06,2.53,0.09,29.77,14.88,17.2,4.6,3.77,5.13,18.63,0.14,4.13,1.16,14.96,1.63,3903.44,0.28,3.29,9.22,4.58,1000.34,5.08,27.64,0.001,0.01,11.92,14.23,0.5,1.53,412.39,0.56,0.025,4.18,0.5,0.58,1.34,127.37,0.8,17.82,366.0,162.56,0
10082.0,8743.0,1075.0,0.0025,0.005,9.0,0.74,1018.56,1.58,0.05,2.75,0.1,42.74,8.58,2.99,8.46,4.25,4.35,22.67,0.14,5.31,2.12,19.31,0.89,2337.5,0.44,3.37,10.87,0.91,1335.43,8.51,59.57,0.001,0.005,4.61,7.87,0.5,1.63,474.01,0.61,0.025,5.32,0.35,0.88,1.6,49.22,0.73,22.33,178.84,175.67,0
10077.0,8760.0,1081.0,0.0025,0.005,9.1,2.51,673.64,1.62,0.05,3.07,0.14,34.43,8.97,9.45,7.06,4.02,4.39,19.35,0.15,4.22,1.55,13.48,0.8,1023.34,0.83,3.45,11.01,1.65,1384.14,12.52,44.84,0.001,0.005,7.05,7.22,0.5,1.72,442.34,0.68,0.025,4.08,0.38,0.71,1.24,55.62,0.86,22.69,117.12,158.78,0
10073.0,8888.0,1127.0,0.0025,0.01,8.84,2.16,617.41,1.49,0.05,3.91,0.12,33.28,9.75,4.54,2.83,5.88,4.01,22.43,0.17,4.76,1.32,16.26,1.0,906.57,1.14,2.91,10.99,1.29,1438.44,8.64,27.93,0.001,0.005,2.54,8.07,0.5,1.59,438.05,0.61,0.025,3.76,0.37,0.23,1.15,60.24,0.74,19.15,90.62,195.47,0
10026.0,8974.0,1185.0,0.0025,0.029,10.18,2.39,817.75,1.7,0.005,3.24,0.05,35.02,8.41,5.18,7.42,4.27,5.25,17.56,0.08,4.02,0.95,16.25,1.41,1094.53,0.33,3.98,8.58,1.72,1625.66,37.23,26.67,0.001,0.005,2.24,7.24,0.5,2.27,653.27,0.58,0.025,3.72,0.4,0.63,1.49,55.9,0.49,20.55,252.51,160.17,0
10005.0,9001.0,1187.0,0.0025,0.02,7.71,5.43,446.9,0.95,0.05,4.06,0.11,29.18,18.25,27.34,5.67,21.51,5.34,19.09,0.06,3.35,0.76,15.52,2.61,664.25,0.57,2.01,7.19,9.72,724.17,6.82,13.26,0.001,0.01,2.08,17.43,0.5,1.63,345.14,0.46,0.025,4.28,0.48,0.33,1.16,148.27,0.77,13.44,91.8,112.62,0
9992.0,8993.0,1185.0,0.0025,0.045,8.78,2.41,529.64,1.43,0.05,4.38,0.74,37.03,13.79,4.39,3.87,11.18,5.27,22.2,0.08,4.67,1.63,16.2,1.23,961.12,0.82,2.38,8.3,1.56,1082.56,10.01,37.71,0.001,0.005,2.09,13.43,0.5,1.48,466.09,0.62,0.025,4.1,0.5,0.29,1.15,120.4,0.5,24.43,91.64,151.48,0
7593.259,6351.699,1293.285,0.009,0.472,1.21,16.77,56.66,0.26,0.05,0.05,0.05,3.86,4.59,27.18,1.25,13.14,1.73,2.9,0.07,0.62,0.28,2.11,0.18,174.48,3.05,0.02,1.32,3.19,239.48,17.07,15.65,0.001,0.005,26.91,1.88,0.5,0.89,6.37,0.12,0.025,1.22,0.11,0.14,0.39,22.66,1.04,2.67,25.04,22.26,0
7585.278,6345.557,1298.502,0.011,0.8,3.8,33.32,190.46,0.59,0.05,0.88,0.13,15.26,9.74,27.78,6.52,25.65,3.23,7.61,0.025,0.76,1.03,6.8,0.71,1689.98,1.38,0.04,2.4,6.95,426.08,12.77,70.96,0.001,0.05,11.83,6.61,0.5,1.31,15.47,0.18,0.025,2.32,0.17,0.74,0.66,65.92,1.98,6.97,60.69,48.74,0
7564.877,6330.717,1304.417,0.043,13.68,3.37,366.85,181.76,0.48,0.05,0.09,1.62,14.84,5.43,20.63,4.71,518.71,2.56,7.46,0.025,0.76,0.9,8.35,0.61,971.28,0.36,0.07,2.24,3.61,271.51,370.11,61.99,0.001,0.03,17.95,5.13,0.5,6.73,11.72,0.14,0.025,1.52,0.15,0.46,0.55,58.05,0.97,5.61,400.59,27.04,0
7572.724,6320.114,1310.916,0.016,11.849,4.15,13.07,282.15,0.53,0.05,2.24,2.88,16.75,6.65,17.19,4.95,1077.31,3.09,8.8,0.05,1.06,1.16,9.17,0.66,1688.69,0.44,0.09,2.66,4.21,416.63,590.22,70.46,0.001,0.04,18.27,7.53,1.0,4.61,36.01,0.18,0.025,2.17,0.21,0.59,0.77,64.97,0.9,7.01,917.75,39.05,0
7595.07,6301.487,1300.025,0.018,18.181,2.33,16.7,141.82,0.38,0.005,0.32,2.39,10.81,4.03,19.15,2.77,1871.32,2.05,5.78,0.025,0.56,0.64,5.13,0.44,1011.32,0.37,0.02,1.76,3.68,275.15,142.37,40.2,0.001,0.04,21.14,4.26,0.5,4.48,12.0,0.1,0.025,1.33,0.11,0.36,0.44,43.95,1.09,4.65,650.8,23.13,0
7391.12,6471.84,1306.569,0.02,1.139,2.29,28.83,152.56,0.3,0.05,0.18,0.3,15.36,5.8,24.04,3.65,30.21,2.14,5.67,0.025,0.55,0.67,7.4,0.53,771.64,3.37,0.01,1.43,3.92,264.08,44.56,40.56,0.001,0.005,15.97,3.87,0.5,1.03,13.1,0.1,0.025,1.0,0.1,0.49,0.31,38.3,1.18,4.15,84.59,26.97,0
7360.87,6499.947,1302.579,0.014,5.287,3.0,21.32,486.2,0.53,0.05,0.16,1.16,10.81,6.85,20.86,5.17,132.75,1.86,6.53,0.025,1.36,1.53,4.57,0.48,818.47,0.76,0.04,2.2,3.87,384.96,324.54,88.36,0.001,0.005,32.11,6.36,0.5,1.84,19.79,0.17,0.025,1.71,0.19,0.86,0.48,60.73,1.29,5.7,387.22,31.27,0
7447.608,6456.685,1294.868,0.014,1.418,3.72,32.0,204.28,0.52,0.05,0.06,0.5,13.06,7.87,42.88,7.25,80.2,3.14,9.83,0.025,0.88,1.19,5.19,0.68,725.19,1.7,0.02,3.07,7.46,428.26,149.88,69.83,0.001,0.005,21.32,7.06,0.5,1.92,11.8,0.22,0.025,2.41,0.2,0.74,0.77,69.01,2.51,5.65,260.13,33.06,0
7607.886,6190.909,1317.929,0.0025,0.432,1.82,3.28,116.63,0.41,0.005,7.59,0.06,4.85,2.48,11.76,4.15,25.96,1.11,3.18,0.025,0.43,0.71,2.46,0.2,482.15,0.16,0.07,0.72,2.04,131.09,13.39,41.53,0.001,0.005,27.03,2.02,0.5,0.32,184.93,0.06,0.025,0.66,0.06,0.39,0.21,19.56,0.29,2.49,15.81,16.14,0
7647.106,6134.796,1329.093,0.017,4.631,1.22,18.76,87.09,0.26,0.05,0.03,0.06,4.2,1.73,20.12,2.48,15.01,0.94,2.38,0.025,0.18,0.4,2.3,0.12,142.91,15.19,0.01,0.51,2.07,87.94,57.8,24.19,0.001,0.005,34.66,1.52,0.5,0.45,11.85,0.025,0.063,0.45,0.04,0.28,0.1,16.73,0.6,1.03,35.58,7.1,0
7688.593,6086.985,1346.024,0.0025,0.605,0.86,2.68,45.98,0.19,0.05,0.01,0.05,1.69,1.11,17.45,2.03,19.64,0.68,1.39,0.025,0.18,0.29,0.62,0.04,195.5,0.28,0.01,0.3,1.4,41.19,9.11,20.59,0.001,0.005,32.35,0.9,0.5,0.2,9.2,0.025,0.057,0.22,0.02,0.19,0.11,8.11,0.1,0.64,12.76,4.28,0
7730.599,6044.462,1345.151,0.018,2.287,0.4,23.81,28.59,0.19,0.05,0.005,0.05,1.72,0.45,15.71,0.93,24.83,0.76,0.63,0.025,0.05,0.06,1.1,0.04,171.38,5.49,0.005,0.05,0.96,93.03,52.99,4.2,0.001,0.005,30.47,0.39,0.5,0.21,9.17,0.025,0.556,0.05,0.0025,0.05,0.05,5.51,0.1,0.21,22.57,0.51,0
8050.927,5914.231,1378.58,0.024,0.952,2.79,22.57,129.87,0.63,0.05,2.64,0.27,9.63,3.44,15.47,7.04,10.43,1.69,6.47,0.05,0.83,1.34,4.79,0.32,540.96,0.65,0.01,1.51,2.35,239.41,15.35,80.6,0.001,0.38,59.07,3.86,1.01,0.37,34.04,0.12,0.025,1.31,0.12,0.76,0.31,58.68,1.73,4.93,43.02,21.13,0
8167.498,6296.955,1403.378,0.077,0.831,1.16,30.2,64.16,0.33,0.05,1.2,3.42,5.74,4.5,17.84,2.07,20.21,1.36,3.03,0.025,0.28,0.38,2.8,0.15,830.46,3.75,0.01,0.71,2.3,113.65,186.97,23.12,0.001,0.02,28.46,2.37,0.5,1.47,28.07,0.05,0.025,0.62,0.05,0.27,0.2,30.28,0.38,2.35,423.22,10.26,0
8057.901,6335.051,1376.543,0.03,5.395,2.44,40.94,120.12,0.35,0.05,1.08,1.28,6.46,4.8,15.54,3.02,195.21,4.2,8.06,0.05,0.76,0.86,3.34,0.32,1207.89,6.2,0.01,1.6,2.51,217.3,488.26,45.6,0.001,0.62,26.67,4.02,1.0,3.52,33.59,0.09,0.287,1.21,0.12,0.54,0.39,58.75,0.87,2.92,420.79,31.23,0
8133.972,6448.141,1393.621,0.017,0.568,2.9,19.61,188.93,0.43,0.05,0.65,0.07,11.79,4.61,20.01,4.3,6.79,1.59,4.52,0.025,0.96,1.05,5.16,0.39,861.6,5.01,0.01,1.83,2.6,614.96,23.33,60.41,0.001,0.005,32.05,5.33,0.5,1.83,20.53,0.15,0.025,1.6,0.15,0.75,0.37,42.69,1.62,5.01,43.39,28.92,0
8041.528,6522.543,1383.583,0.14,23.798,2.57,14.49,157.72,0.53,0.05,0.12,0.3,9.33,2.48,18.41,6.72,18.88,1.36,4.96,0.025,0.58,1.26,4.41,0.15,268.63,4.09,0.01,1.21,2.58,191.31,17.54,64.26,0.001,0.01,46.43,4.11,1.0,0.54,19.95,0.09,2.174,1.11,0.1,0.72,0.2,36.97,0.81,3.55,43.62,26.78,1
8050.362,6589.467,1393.671,0.005,0.385,3.18,6.9,275.64,0.48,0.005,3.93,0.07,18.23,5.2,22.29,4.64,5.01,1.6,6.84,0.06,1.51,1.5,7.64,0.38,1240.47,1.21,0.02,2.69,3.5,385.85,8.46,77.5,0.001,0.17,14.3,7.01,0.5,0.89,97.26,0.19,0.025,2.02,0.21,0.85,0.6,54.99,1.86,6.7,32.85,46.08,0
7811.14,6926.42,1336.467,0.005,0.187,1.16,5.18,73.24,0.4,0.005,0.02,0.08,4.58,2.61,19.24,3.07,6.96,0.85,2.56,0.025,0.18,0.33,2.21,0.12,376.09,1.27,0.01,0.38,2.06,118.47,5.99,19.32,0.001,0.005,39.26,1.72,0.5,0.21,12.92,0.025,0.025,0.34,0.03,0.23,0.11,16.58,0.2,1.63,21.7,7.17,0
7748.306,7163.76,1273.0,0.014,0.548,5.16,38.44,335.86,0.75,0.05,0.06,0.09,20.7,9.53,20.71,10.22,12.68,2.95,12.75,0.07,1.72,2.02,9.52,0.54,657.52,0.87,0.03,3.47,5.43,488.39,8.47,125.09,0.001,0.005,14.8,9.92,0.5,0.8,10.63,0.22,0.025,2.66,0.26,1.15,0.78,109.36,2.37,8.39,52.29,64.33,0
7747.847,7168.944,1272.0,0.025,1.776,3.16,31.1,232.87,0.45,0.05,0.18,0.05,10.18,7.56,19.64,4.99,8.87,2.23,5.25,0.025,1.3,1.44,4.92,0.19,295.56,0.72,0.02,2.41,4.14,486.38,9.92,82.42,0.001,0.005,25.72,5.42,0.5,0.41,14.2,0.16,0.025,1.72,0.19,0.82,0.65,54.68,1.67,4.93,19.06,41.4,0
7731.366,7189.951,1270.0,0.038,0.396,1.74,25.53,85.77,0.43,0.05,13.88,0.07,8.67,3.71,6.57,3.64,5.7,1.21,4.52,0.05,0.32,0.65,5.47,0.31,1342.88,0.19,0.02,0.91,1.47,166.93,4.59,43.24,0.001,0.02,18.52,3.42,1.1,0.3,286.55,0.07,0.025,0.69,0.09,0.4,0.29,37.19,0.84,4.87,14.12,11.75,0
7728.064,7196.688,1269.0,0.013,1.148,4.02,2.1,504.39,0.57,0.05,6.03,0.05,14.16,8.99,20.76,5.05,1.74,0.87,5.84,0.05,1.07,2.01,6.63,0.25,615.49,5.27,0.42,3.0,4.23,444.55,25.92,114.35,0.003,0.005,19.53,7.46,0.5,0.7,138.98,0.19,0.025,2.07,0.21,1.44,0.65,52.01,1.28,6.8,24.71,42.17,0
7723.405,7197.07,1270.0,0.0025,0.159,2.22,3.79,135.42,0.4,0.05,1.92,0.12,7.93,3.91,15.83,4.05,10.24,1.33,3.76,0.025,0.56,0.86,4.01,0.39,676.24,0.15,0.01,1.41,2.72,242.12,1.61,46.08,0.001,0.005,18.89,3.93,0.5,0.43,35.21,0.08,0.025,1.14,0.11,0.49,0.27,36.5,0.55,3.56,33.43,27.33,0
7707.292,7211.075,1270.0,0.048,0.38,2.96,32.7,136.3,0.47,0.05,0.12,0.08,7.45,5.1,18.41,4.67,5.45,1.54,5.78,0.025,0.66,0.92,3.13,0.34,534.9,0.29,0.02,1.69,2.66,258.7,5.39,64.34,0.001,0.005,25.89,4.92,0.5,0.46,15.52,0.11,0.025,1.03,0.14,0.57,0.3,48.17,1.3,3.19,22.61,20.97,0
7694.761,7222.483,1271.0,0.007,0.497,3.49,5.6,141.55,0.45,0.05,8.16,0.06,11.3,6.13,13.8,4.55,30.6,1.99,6.67,0.025,0.9,1.12,4.77,0.66,870.06,0.19,0.02,1.77,4.44,305.16,2.88,72.18,0.001,0.005,15.43,6.07,0.5,0.51,138.58,0.11,0.025,1.42,0.15,0.65,0.39,50.73,0.86,5.06,41.41,30.23,0
7692.013,7224.965,1271.0,0.01,3.057,1.99,9.07,101.2,0.4,0.05,1.0,0.1,4.19,3.07,20.49,3.26,173.13,1.08,3.7,0.025,0.41,0.67,1.9,0.27,371.96,0.17,0.01,1.1,2.69,158.22,2.06,44.08,0.001,0.005,54.72,2.57,0.5,0.37,41.01,0.07,0.025,0.75,0.08,0.39,0.29,24.37,0.39,2.34,29.11,16.1,0
7680.332,7237.532,1268.0,0.047,0.998,0.95,6.71,74.27,0.81,0.05,0.57,0.13,4.13,1.2,20.82,2.53,48.35,0.61,2.83,0.025,0.1,0.32,2.96,0.19,661.64,0.21,0.02,0.18,1.64,141.62,2.49,23.13,0.001,0.03,21.83,1.01,0.5,0.2,19.39,0.025,0.025,0.23,0.02,0.18,0.1,23.54,0.11,1.52,28.97,3.56,0
